ordem_triagem;dominio;n_sinais_ausentes;n_variaveis_apuradas;n_nao_aplicavel;n_nao_coletado;motivo_nao_coleta;direitos_titular_explicados;finalidade_especificada;tem_banner_cookies;tem_canal_titular;tem_politica_privacidade;transf_internacional_divulgada;direitos_titular_explicados__confianca;finalidade_especificada__confianca;tem_banner_cookies__confianca;tem_canal_titular__confianca;tem_politica_privacidade__confianca;transf_internacional_divulgada__confianca;extrapolacao;domain_url;run_id;protocol_version
1;unimeduberaba.com.br;2;3;3;0;;nao_aplicavel;nao_aplicavel;true;false;false;nao_aplicavel;0.0;0.0;0.95;0.0822;0.95;0.0;false;https://unimeduberaba.com.br;ac410b9e-ed76-409f-beb8-e43c4d645aad;reexame-mudanca-v1.0.0
