variavel;site_id;estrato;no_treino;rotulo;n_sinalizadas;n_segmentos;estado_arcabouco;extrapolacao;incerto
transf_internacional_divulgada;newgrouptelecom.com.br;corp;0;0;2;54;true;False;nao
transf_internacional_divulgada;nuvemshop.com.br;corp;0;1;7;423;true;False;nao
transf_internacional_divulgada;odontoexcellence.com.br;corp;0;0;1;35;true;False;nao
transf_internacional_divulgada;ofertasmaiscupons.com.br;corp;0;0;1;117;true;False;nao
transf_internacional_divulgada;ohanakameala.com.br;corp;0;0;2;161;true;False;nao
transf_internacional_divulgada;ole.net.br;corp;0;0;0;28;false;False;sim
transf_internacional_divulgada;opovo.com.br;corp;0;0;1;76;true;False;nao
transf_internacional_divulgada;oresultado.com.br;corp;0;0;0;58;false;False;nao
transf_internacional_divulgada;parisfilmes.com.br;corp;0;0;0;47;false;False;nao
transf_internacional_divulgada;pcd.com.br;corp;1;1;13;837;true;False;nao
transf_internacional_divulgada;pedidook.com.br;corp;1;1;5;182;true;False;nao
transf_internacional_divulgada;pedoimoveis.com.br;corp;0;0;0;67;false;False;nao
transf_internacional_divulgada;plural.jor.br;corp;0;0;0;74;false;False;nao
transf_internacional_divulgada;pravaler.com.br;corp;0;1;1;145;true;False;nao
transf_internacional_divulgada;primeirainfanciaemdados.org.br;corp;1;1;2;83;true;False;nao
transf_internacional_divulgada;realoficial.com.br;corp;0;1;3;289;true;False;nao
transf_internacional_divulgada;redesurftank.com.br;corp;1;1;2;309;true;False;nao
transf_internacional_divulgada;rifapersonalizada.com.br;corp;1;0;0;152;false;False;nao
transf_internacional_divulgada;riomarrecife.com.br;corp;0;1;4;411;true;False;nao
transf_internacional_divulgada;rosaazulkids.com.br;corp;0;1;2;283;true;False;nao
transf_internacional_divulgada;sabin.com.br;corp;1;1;4;277;true;False;nao
transf_internacional_divulgada;segurospromo.com.br;corp;0;0;3;247;true;False;nao
transf_internacional_divulgada;sescmatogrosso.com.br;corp;0;0;1;88;true;False;nao
transf_internacional_divulgada;seucreditodigital.com.br;corp;0;0;0;120;false;False;nao
transf_internacional_divulgada;shopemme.com.br;corp;0;0;1;62;true;False;nao
transf_internacional_divulgada;singularmedicamentos.com.br;corp;0;0;1;267;true;False;nao
transf_internacional_divulgada;soldiersnutrition.com.br;corp;0;0;0;140;false;False;nao
transf_internacional_divulgada;sorasa.com.br;corp;0;0;0;41;false;False;nao
transf_internacional_divulgada;sporti.com.br;corp;0;0;2;96;true;False;nao
transf_internacional_divulgada;telecine.com.br;corp;0;1;9;284;true;False;nao
transf_internacional_divulgada;tigre.com.br;corp;0;1;3;198;true;False;nao
transf_internacional_divulgada;tjsp.jus.br;corp;0;0;0;271;false;False;nao
transf_internacional_divulgada;touti.com.br;corp;0;0;0;22;false;False;nao
transf_internacional_divulgada;tradersbrasil.com.br;corp;0;0;4;148;true;False;nao
transf_internacional_divulgada;tupan.com.br;corp;0;1;5;257;true;False;nao
transf_internacional_divulgada;ufcat.edu.br;corp;0;0;1;103;true;False;nao
transf_internacional_divulgada;uninga.br;corp;0;1;0;41;false;False;nao
transf_internacional_divulgada;uniunica.edu.br;corp;0;1;10;1008;true;False;nao
transf_internacional_divulgada;universoarquivos.com.br;corp;0;1;0;48;false;False;nao
transf_internacional_divulgada;useange.com.br;corp;0;0;1;334;true;False;nao
transf_internacional_divulgada;usjt.br;corp;0;1;6;297;true;False;nao
transf_internacional_divulgada;verdecard.com.br;corp;0;1;1;61;true;False;nao
transf_internacional_divulgada;verzani.com.br;corp;1;1;4;127;true;False;nao
transf_internacional_divulgada;vibraresidencial.com.br;corp;1;0;1;130;true;False;nao
transf_internacional_divulgada;vinilrecords.com.br;corp;0;0;0;95;false;False;nao
transf_internacional_divulgada;vivara.com.br;corp;0;0;0;195;false;False;nao
transf_internacional_divulgada;windx.com.br;corp;0;0;0;180;false;False;nao
transf_internacional_divulgada;zoop.com.br;corp;0;1;7;203;true;False;nao
transf_internacional_divulgada;administracao.pr.gov.br;gov;0;0;3;210;true;False;nao
transf_internacional_divulgada;al.ce.gov.br;gov;0;0;1;235;true;False;nao
transf_internacional_divulgada;cbm.sc.gov.br;gov;0;0;0;62;false;False;nao
transf_internacional_divulgada;cetesb.sp.gov.br;gov;0;1;4;345;true;False;nao
transf_internacional_divulgada;cps.sp.gov.br;gov;0;0;1;167;true;False;nao
transf_internacional_divulgada;denatran.gov.br;gov;1;0;3;510;true;False;nao
transf_internacional_divulgada;fundacaocasa.sp.gov.br;gov;0;0;1;167;true;False;nao
transf_internacional_divulgada;icmbio.gov.br;gov;0;0;3;496;true;False;nao
transf_internacional_divulgada;londrina.pr.gov.br;gov;0;0;1;196;true;False;nao
transf_internacional_divulgada;mapacultural.pe.gov.br;gov;0;0;0;203;false;False;nao
transf_internacional_divulgada;maracanau.ce.gov.br;gov;0;0;5;418;true;False;nao
transf_internacional_divulgada;meioambiente.mg.gov.br;gov;0;0;1;160;true;False;nao
transf_internacional_divulgada;palmas.to.gov.br;gov;0;0;1;192;true;False;nao
transf_internacional_divulgada;parana.pr.gov.br;gov;0;0;2;193;true;False;nao
transf_internacional_divulgada;planalto.gov.br;gov;0;0;4;459;true;False;nao
transf_internacional_divulgada;pma.es.gov.br;gov;0;0;0;83;false;False;nao
transf_internacional_divulgada;pmpr.pr.gov.br;gov;0;0;2;580;true;False;nao
transf_internacional_divulgada;portaldoservidor.mg.gov.br;gov;0;0;1;227;true;False;nao
transf_internacional_divulgada;tcu.gov.br;gov;0;0;2;419;true;False;nao
