ordem,estrato,rank_tranco,dominio,url,aprovado
84,governamental,760114,aged.ma.gov.br,https://aged.ma.gov.br,
85,governamental,659072,presalpetroleo.gov.br,https://presalpetroleo.gov.br,
86,governamental,828758,semaepiracicaba.sp.gov.br,https://semaepiracicaba.sp.gov.br,
87,governamental,830589,sinj.df.gov.br,https://sinj.df.gov.br,
88,governamental,768684,bomdespacho.mg.gov.br,https://bomdespacho.mg.gov.br,
89,governamental,128369,sipros.pa.gov.br,https://sipros.pa.gov.br,
90,governamental,830906,sjdh.ba.gov.br,https://sjdh.ba.gov.br,
91,governamental,23780,sei.df.gov.br,https://sei.df.gov.br,
92,governamental,820440,pm.pr.gov.br,https://pm.pr.gov.br,
93,governamental,821070,portaldoservidor.ma.gov.br,https://portaldoservidor.ma.gov.br,
94,governamental,320896,portal.go.gov.br,https://portal.go.gov.br,
95,governamental,348073,cl.df.gov.br,https://cl.df.gov.br,
96,governamental,421580,mdr.gov.br,https://mdr.gov.br,
97,governamental,828638,sei.ro.gov.br,https://sei.ro.gov.br,
98,governamental,828670,sejusp.ms.gov.br,https://sejusp.ms.gov.br,
99,governamental,828639,seia.ba.gov.br,https://seia.ba.gov.br,
100,governamental,828429,seap.pb.gov.br,https://seap.pb.gov.br,
101,governamental,821109,portalsei.rj.gov.br,https://portalsei.rj.gov.br,
102,governamental,712749,duquedecaxias.rj.gov.br,https://duquedecaxias.rj.gov.br,
103,governamental,820444,pma.es.gov.br,https://pma.es.gov.br,
104,governamental,426174,camaracachoeira.rs.gov.br,https://camaracachoeira.rs.gov.br,
105,governamental,817403,paineldoaluno.ms.gov.br,https://paineldoaluno.ms.gov.br,
106,governamental,52924,agricultura.gov.br,https://agricultura.gov.br,
107,governamental,92373,portaldoservidor.mg.gov.br,https://portaldoservidor.mg.gov.br,
108,governamental,828473,seciju.to.gov.br,https://seciju.to.gov.br,
109,governamental,320352,idaron.ro.gov.br,https://idaron.ro.gov.br,
110,governamental,818535,peconsig.pe.gov.br,https://peconsig.pe.gov.br,
111,governamental,87568,doe.sp.gov.br,https://doe.sp.gov.br,
112,governamental,760832,alagoasdigital.al.gov.br,https://alagoasdigital.al.gov.br,
113,governamental,448861,londrina.pr.gov.br,https://londrina.pr.gov.br,
114,governamental,79878,inmetro.gov.br,https://inmetro.gov.br,
115,governamental,203519,notaparana.pr.gov.br,https://notaparana.pr.gov.br,
116,governamental,625859,cbm.sc.gov.br,https://cbm.sc.gov.br,
117,governamental,663168,al.ce.gov.br,https://al.ce.gov.br,
118,governamental,116189,icmbio.gov.br,https://icmbio.gov.br,
119,governamental,783421,facilita.al.gov.br,https://facilita.al.gov.br,
120,governamental,76390,recife.pe.gov.br,https://recife.pe.gov.br,
121,governamental,94393,sei.ac.gov.br,https://sei.ac.gov.br,
122,governamental,127006,fazenda.rj.gov.br,https://fazenda.rj.gov.br,
123,governamental,774660,corpodebombeiros.sp.gov.br,https://corpodebombeiros.sp.gov.br,
124,governamental,827915,saude.go.gov.br,https://saude.go.gov.br,
125,governamental,820465,pmpr.pr.gov.br,https://pmpr.pr.gov.br,
126,governamental,827922,saudecaruaru.pe.gov.br,https://saudecaruaru.pe.gov.br,
127,governamental,842179,valadares.mg.gov.br,https://valadares.mg.gov.br,
128,governamental,121879,parana.pr.gov.br,https://parana.pr.gov.br,
129,governamental,216607,pci.rn.gov.br,https://pci.rn.gov.br,
130,governamental,759786,administracao.pr.gov.br,https://administracao.pr.gov.br,
131,governamental,258320,ancine.gov.br,https://ancine.gov.br,
132,governamental,62428,tcu.gov.br,https://tcu.gov.br,
133,governamental,623449,sefaz.se.gov.br,https://sefaz.se.gov.br,
134,governamental,73839,guarulhos.sp.gov.br,https://guarulhos.sp.gov.br,
135,governamental,90296,jucesp.sp.gov.br,https://jucesp.sp.gov.br,
136,governamental,981682,nssefaz6.rj.gov.br,https://nssefaz6.rj.gov.br,
137,governamental,971078,cbtu.gov.br,https://cbtu.gov.br,
138,governamental,123965,sjc.sp.gov.br,https://sjc.sp.gov.br,
139,governamental,92539,sistemas.pa.gov.br,https://sistemas.pa.gov.br,
140,governamental,722207,eletrosul.gov.br,https://eletrosul.gov.br,
141,governamental,428349,sefaz.ce.gov.br,https://sefaz.ce.gov.br,
142,governamental,214657,ead.pr.gov.br,https://ead.pr.gov.br,
143,governamental,774235,conecta.pr.gov.br,https://conecta.pr.gov.br,
144,governamental,830634,siplag.ap.gov.br,https://siplag.ap.gov.br,
145,governamental,89417,detran.sc.gov.br,https://detran.sc.gov.br,
146,governamental,492751,sefaz.ms.gov.br,https://sefaz.ms.gov.br,
147,governamental,867114,mpdft.gov.br,https://mpdft.gov.br,
148,governamental,809914,mongagua.sp.gov.br,https://mongagua.sp.gov.br,
149,governamental,759670,adapec.to.gov.br,https://adapec.to.gov.br,
150,governamental,169420,dns3e.sp.gov.br,https://dns3e.sp.gov.br,
151,empresarial,383991,netdinheiro.com.br,https://netdinheiro.com.br,
152,empresarial,774268,confiance.com.br,https://confiance.com.br,
153,empresarial,987407,filmeb.com.br,https://filmeb.com.br,
154,empresarial,32647,opovo.com.br,https://opovo.com.br,
155,empresarial,512197,opresenterural.com.br,https://opresenterural.com.br,
156,empresarial,20444,worklabweb.com.br,https://worklabweb.com.br,
157,empresarial,504906,mundorh.com.br,https://mundorh.com.br,
158,empresarial,784131,feltrimcorrea.com.br,https://feltrimcorrea.com.br,
159,empresarial,69631,jornaldacidadeonline.com.br,https://jornaldacidadeonline.com.br,
160,empresarial,777073,derlo.com.br,https://derlo.com.br,
161,empresarial,933540,traca.com.br,https://traca.com.br,
162,empresarial,615470,fibrion.com.br,https://fibrion.com.br,
163,empresarial,189403,ifractal.com.br,https://ifractal.com.br,
164,empresarial,649124,creditaipu.com.br,https://creditaipu.com.br,
165,empresarial,805742,maisfidelidadevendedor.com.br,https://maisfidelidadevendedor.com.br,
166,empresarial,386300,geneaminas.com.br,https://geneaminas.com.br,
167,empresarial,328041,dreamcasa.com.br,https://dreamcasa.com.br,
168,empresarial,374829,cooperacoop.com.br,https://cooperacoop.com.br,
169,empresarial,825870,romanabolsas.com.br,https://romanabolsas.com.br,
170,empresarial,275345,cgdw.com.br,https://cgdw.com.br,
171,empresarial,587878,chapamotoparts.com.br,https://chapamotoparts.com.br,
172,empresarial,923487,cocel.com.br,https://cocel.com.br,
173,empresarial,329446,dekra.com.br,https://dekra.com.br,
174,empresarial,765769,barradoce.com.br,https://barradoce.com.br,
175,empresarial,715333,neggos.com.br,https://neggos.com.br,
176,empresarial,868850,radioculturafoz.com.br,https://radioculturafoz.com.br,
177,empresarial,49388,iob.com.br,https://iob.com.br,
178,empresarial,240734,ecomt4.com.br,https://ecomt4.com.br,
179,empresarial,517997,aa.org.br,https://aa.org.br,
180,empresarial,306469,uri.br,https://uri.br,
181,empresarial,829935,shoppingnovaiguacu.com.br,https://shoppingnovaiguacu.com.br,
182,empresarial,467088,fibralink.com.br,https://fibralink.com.br,
183,empresarial,875701,css-sistemas.com.br,https://css-sistemas.com.br,
184,empresarial,884190,oprimorico.com.br,https://oprimorico.com.br,
185,empresarial,326386,megaflash.com.br,https://megaflash.com.br,
186,empresarial,980996,canaverde.com.br,https://canaverde.com.br,
187,empresarial,154029,dmcardweb.com.br,https://dmcardweb.com.br,
188,empresarial,227095,cloud.srv.br,https://cloud.srv.br,
189,empresarial,62845,centralserver.com.br,https://centralserver.com.br,
190,empresarial,73539,cashbarber.com.br,https://cashbarber.com.br,
191,empresarial,284264,diariodecuiaba.com.br,https://diariodecuiaba.com.br,
192,empresarial,628329,hostwebsites.com.br,https://hostwebsites.com.br,
193,empresarial,410517,netturbo.com.br,https://netturbo.com.br,
194,empresarial,441075,ufcat.edu.br,https://ufcat.edu.br,
195,empresarial,105975,todosmoveis.com.br,https://todosmoveis.com.br,
196,empresarial,631056,utlinkprovedor.com.br,https://utlinkprovedor.com.br,
197,empresarial,601355,meritocomercial.com.br,https://meritocomercial.com.br,
198,empresarial,741035,axa-xl.com.br,https://axa-xl.com.br,
199,empresarial,806238,mapeia.com.br,https://mapeia.com.br,
200,empresarial,910865,fundacaobradesco.org.br,https://fundacaobradesco.org.br,
201,empresarial,684896,conexaoto.com.br,https://conexaoto.com.br,
202,empresarial,838924,tradersbrasil.com.br,https://tradersbrasil.com.br,
203,empresarial,609180,geq.com.br,https://geq.com.br,
204,empresarial,272615,mps.com.br,https://mps.com.br,
205,empresarial,996796,fcl.com.br,https://fcl.com.br,
206,empresarial,655226,cisoadvisor.com.br,https://cisoadvisor.com.br,
207,empresarial,566233,easylive.com.br,https://easylive.com.br,
208,empresarial,251498,eadunifatecie.com.br,https://eadunifatecie.com.br,
209,empresarial,599616,aspec.com.br,https://aspec.com.br,
210,empresarial,673716,belezanatural.com.br,https://belezanatural.com.br,
211,empresarial,28982,forbes.com.br,https://forbes.com.br,
212,empresarial,108012,unila.edu.br,https://unila.edu.br,
213,empresarial,719708,celite.com.br,https://celite.com.br,
214,empresarial,97046,mpf.mp.br,https://mpf.mp.br,
215,empresarial,854204,jbytes.com.br,https://jbytes.com.br,
216,empresarial,13890,fieltorcedor.com.br,https://fieltorcedor.com.br,
217,empresarial,790399,hachi8.com.br,https://hachi8.com.br,
218,empresarial,455216,sicoobnegocios.com.br,https://sicoobnegocios.com.br,
219,empresarial,746407,carters.com.br,https://carters.com.br,
220,empresarial,80874,saviatendimento.com.br,https://saviatendimento.com.br,
221,empresarial,606865,gigabytetelecon.com.br,https://gigabytetelecon.com.br,
222,empresarial,916660,inmetal.com.br,https://inmetal.com.br,
223,empresarial,821959,programasalao.com.br,https://programasalao.com.br,
224,empresarial,529202,voartelecom.com.br,https://voartelecom.com.br,
225,empresarial,777901,disktenha.com.br,https://disktenha.com.br,
226,empresarial,81572,lindacasa.com.br,https://lindacasa.com.br,
227,empresarial,552977,boahost.srv.br,https://boahost.srv.br,
228,empresarial,855201,pedb.com.br,https://pedb.com.br,
229,empresarial,100690,nipotech.com.br,https://nipotech.com.br,
230,empresarial,587161,prefeituramoderna.com.br,https://prefeituramoderna.com.br,
231,empresarial,829430,sgourmetweb.com.br,https://sgourmetweb.com.br,
232,empresarial,591691,bolsacalc.com.br,https://bolsacalc.com.br,
233,empresarial,829860,shopemme.com.br,https://shopemme.com.br,
234,empresarial,927926,wdcreative.com.br,https://wdcreative.com.br,
235,empresarial,276219,babaperto.com.br,https://babaperto.com.br,
236,empresarial,839159,tre-es.jus.br,https://tre-es.jus.br,
237,empresarial,537130,tupan.com.br,https://tupan.com.br,
238,empresarial,523230,donacharme.com.br,https://donacharme.com.br,
239,empresarial,771693,centroevolucao.com.br,https://centroevolucao.com.br,
240,empresarial,63905,decathlon.com.br,https://decathlon.com.br,
241,empresarial,659384,sitexpresso.com.br,https://sitexpresso.com.br,
242,empresarial,602716,vitatechsistemas.com.br,https://vitatechsistemas.com.br,
243,empresarial,892714,axa-cs.com.br,https://axa-cs.com.br,
244,empresarial,483757,opus-idc.com.br,https://opus-idc.com.br,
245,empresarial,797505,jonhdrop.com.br,https://jonhdrop.com.br,
246,empresarial,511145,ramarim.com.br,https://ramarim.com.br,
247,empresarial,215432,inovecfc.com.br,https://inovecfc.com.br,
248,empresarial,782698,eusoufam.com.br,https://eusoufam.com.br,
249,empresarial,76008,clarotvmais.com.br,https://clarotvmais.com.br,
250,empresarial,64440,atribuna.com.br,https://atribuna.com.br,
251,empresarial,802374,lazzulijoias.com.br,https://lazzulijoias.com.br,
252,empresarial,550080,caup.com.br,https://caup.com.br,
253,empresarial,504377,telecine.com.br,https://telecine.com.br,
254,empresarial,833651,storexppen.com.br,https://storexppen.com.br,
255,empresarial,673819,corridao.com.br,https://corridao.com.br,
256,empresarial,536610,attackshark.net.br,https://attackshark.net.br,
257,empresarial,688335,aguadecoco.com.br,https://aguadecoco.com.br,
258,empresarial,523824,digifred.net.br,https://digifred.net.br,
259,empresarial,852549,mktsimpliza.com.br,https://mktsimpliza.com.br,
260,empresarial,832129,sometimesonline.com.br,https://sometimesonline.com.br,
261,empresarial,353210,fag.edu.br,https://fag.edu.br,
262,empresarial,783886,fatorsistemas.com.br,https://fatorsistemas.com.br,
263,empresarial,434034,usjt.br,https://usjt.br,
264,empresarial,170746,cloudtec.srv.br,https://cloudtec.srv.br,
265,empresarial,849691,unasp.br,https://unasp.br,
266,empresarial,254728,instabuy.com.br,https://instabuy.com.br,
267,empresarial,777931,distribuidoraedwiges.com.br,https://distribuidoraedwiges.com.br,
268,empresarial,528551,micronetinfo.com.br,https://micronetinfo.com.br,
269,empresarial,774682,correiocentral.com.br,https://correiocentral.com.br,
270,empresarial,197758,warnerbros.com.br,https://warnerbros.com.br,
271,empresarial,613872,ariastelecom.com.br,https://ariastelecom.com.br,
272,empresarial,132970,drogariavenancio.com.br,https://drogariavenancio.com.br,
273,empresarial,803863,loginsiscon.com.br,https://loginsiscon.com.br,
274,empresarial,794169,imobiliariaato.com.br,https://imobiliariaato.com.br,
275,empresarial,203898,jovemnerd.com.br,https://jovemnerd.com.br,
276,empresarial,501315,realoficial.com.br,https://realoficial.com.br,
277,empresarial,45998,adidas.com.br,https://adidas.com.br,
278,empresarial,841190,unimedguarapuava.coop.br,https://unimedguarapuava.coop.br,
279,empresarial,953313,eventiza.com.br,https://eventiza.com.br,
280,empresarial,780448,educafacilonline.com.br,https://educafacilonline.com.br,
281,empresarial,176879,gru.com.br,https://gru.com.br,
282,empresarial,744795,primeirainfanciaemdados.org.br,https://primeirainfanciaemdados.org.br,
283,empresarial,433459,firstapps.com.br,https://firstapps.com.br,
284,empresarial,848933,zero7.com.br,https://zero7.com.br,
285,empresarial,71232,mevo.com.br,https://mevo.com.br,
286,empresarial,673809,clubedoremo.com.br,https://clubedoremo.com.br,
287,empresarial,35568,nuvemshop.com.br,https://nuvemshop.com.br,
288,empresarial,375640,tigre.com.br,https://tigre.com.br,
289,empresarial,775658,cursosfr.com.br,https://cursosfr.com.br,
290,empresarial,214690,educacao.aju.br,https://educacao.aju.br,
291,empresarial,815137,ofertasmaiscupons.com.br,https://ofertasmaiscupons.com.br,
292,empresarial,487796,brasilgameshow.com.br,https://brasilgameshow.com.br,
293,empresarial,858066,riomarrecife.com.br,https://riomarrecife.com.br,
294,empresarial,646204,sitenamedida.com.br,https://sitenamedida.com.br,
295,empresarial,571618,hipercapbrasil.com.br,https://hipercapbrasil.com.br,
296,empresarial,339254,sic.tec.br,https://sic.tec.br,
297,empresarial,872173,bilink.com.br,https://bilink.com.br,
298,empresarial,720907,unifil.br,https://unifil.br,
299,empresarial,114078,uninga.br,https://uninga.br,
300,empresarial,21229,jadlog.com.br,https://jadlog.com.br,
301,empresarial,609384,ole.net.br,https://ole.net.br,
302,empresarial,82609,rsdata.com.br,https://rsdata.com.br,
303,empresarial,878159,webdrones.com.br,https://webdrones.com.br,
304,empresarial,949026,fcf.com.br,https://fcf.com.br,
305,empresarial,704315,uniunica.edu.br,https://uniunica.edu.br,
306,empresarial,436264,agrishow.com.br,https://agrishow.com.br,
307,empresarial,601406,mixed.com.br,https://mixed.com.br,
308,empresarial,643571,4networks.com.br,https://4networks.com.br,
309,empresarial,763979,atakarejo.com.br,https://atakarejo.com.br,
310,empresarial,710031,bigcupom.com.br,https://bigcupom.com.br,
311,empresarial,77402,recreio.com.br,https://recreio.com.br,
312,empresarial,825969,rosaazulkids.com.br,https://rosaazulkids.com.br,
313,empresarial,143359,uern.br,https://uern.br,
314,empresarial,776899,deltasul.com.br,https://deltasul.com.br,
315,empresarial,949361,savwinweb1.com.br,https://savwinweb1.com.br,
316,empresarial,771292,cavucar.com.br,https://cavucar.com.br,
317,empresarial,318511,romanceperfeito.com.br,https://romanceperfeito.com.br,
318,empresarial,594714,aime.com.br,https://aime.com.br,
319,empresarial,737405,desenvolvimentodesites.art.br,https://desenvolvimentodesites.art.br,
320,empresarial,618484,gbtls.com.br,https://gbtls.com.br,
321,empresarial,243112,armazemdc.com.br,https://armazemdc.com.br,
322,empresarial,151237,casaplusloja.com.br,https://casaplusloja.com.br,
323,empresarial,486297,futurotec.com.br,https://futurotec.com.br,
324,empresarial,780342,edgarcarvalholeiloeiro.com.br,https://edgarcarvalholeiloeiro.com.br,
325,empresarial,406681,computec.net.br,https://computec.net.br,
326,empresarial,835214,tabuadademultiplicar.com.br,https://tabuadademultiplicar.com.br,
327,empresarial,764979,azzaparfums.com.br,https://azzaparfums.com.br,
328,empresarial,794773,inovaveterinaria.com.br,https://inovaveterinaria.com.br,
329,empresarial,852181,agoradiario.com.br,https://agoradiario.com.br,
330,empresarial,122050,vptrack.com.br,https://vptrack.com.br,
331,empresarial,129188,amorsaude.com.br,https://amorsaude.com.br,
332,empresarial,825468,riomeddistribuicao.com.br,https://riomeddistribuicao.com.br,
333,empresarial,93063,conexaomadura.com.br,https://conexaomadura.com.br,
334,empresarial,448179,blz.com.br,https://blz.com.br,
335,empresarial,852589,optjuntos.com.br,https://optjuntos.com.br,
336,empresarial,595123,ipasgosaude.com.br,https://ipasgosaude.com.br,
337,empresarial,455005,sistemaasgard.com.br,https://sistemaasgard.com.br,
338,empresarial,774878,cplug.com.br,https://cplug.com.br,
339,empresarial,260998,seucreditodigital.com.br,https://seucreditodigital.com.br,
340,empresarial,321736,mgptelecom.com.br,https://mgptelecom.com.br,
341,empresarial,58486,vivara.com.br,https://vivara.com.br,
342,empresarial,108728,mailinbox.com.br,https://mailinbox.com.br,
343,empresarial,683752,rubeus.com.br,https://rubeus.com.br,
344,empresarial,892264,avancar.com.br,https://avancar.com.br,
345,empresarial,477584,livecareer.com.br,https://livecareer.com.br,
346,empresarial,284607,neeche.com.br,https://neeche.com.br,
347,empresarial,851310,sbgg.org.br,https://sbgg.org.br,
348,empresarial,277303,delirio.com.br,https://delirio.com.br,
349,empresarial,457562,h2club.com.br,https://h2club.com.br,
350,empresarial,326227,maisesports.com.br,https://maisesports.com.br,
351,empresarial,487912,vipvilhena.com.br,https://vipvilhena.com.br,
352,empresarial,886030,sorasa.com.br,https://sorasa.com.br,
353,empresarial,771388,ccfonline.com.br,https://ccfonline.com.br,
354,empresarial,700563,animefriends.com.br,https://animefriends.com.br,
355,empresarial,734364,dabrasa.com.br,https://dabrasa.com.br,
356,empresarial,763882,astransp.com.br,https://astransp.com.br,
357,empresarial,82521,stz.com.br,https://stz.com.br,
358,empresarial,540202,cupomverde.com.br,https://cupomverde.com.br,
359,empresarial,446611,agenciasus.org.br,https://agenciasus.org.br,
360,empresarial,19330,brainly.com.br,https://brainly.com.br,
361,empresarial,711792,touti.com.br,https://touti.com.br,
362,empresarial,658094,newgrouptelecom.com.br,https://newgrouptelecom.com.br,
363,empresarial,824160,rbtv.com.br,https://rbtv.com.br,
364,empresarial,237853,vfleets.com.br,https://vfleets.com.br,
365,empresarial,240156,otimoonline.com.br,https://otimoonline.com.br,
366,empresarial,773756,coelhinhadobrasil.com.br,https://coelhinhadobrasil.com.br,
367,empresarial,600109,dia.com.br,https://dia.com.br,
368,empresarial,319968,contedu.com.br,https://contedu.com.br,
369,empresarial,179149,flashnetbrasil.com.br,https://flashnetbrasil.com.br,
370,empresarial,814368,novolog.com.br,https://novolog.com.br,
371,empresarial,778279,doc2you.com.br,https://doc2you.com.br,
372,empresarial,797889,jumbocdp.com.br,https://jumbocdp.com.br,
373,empresarial,243961,apisul.com.br,https://apisul.com.br,
374,empresarial,651943,host4.net.br,https://host4.net.br,
375,empresarial,816473,oresultado.com.br,https://oresultado.com.br,
376,empresarial,820015,planetun.com.br,https://planetun.com.br,
377,empresarial,795389,irmaosdotados.com.br,https://irmaosdotados.com.br,
378,empresarial,165587,naotempreco.com.br,https://naotempreco.com.br,
379,empresarial,271187,mgttelecom.com.br,https://mgttelecom.com.br,
380,empresarial,829097,sescmatogrosso.com.br,https://sescmatogrosso.com.br,
381,empresarial,70101,mercadocar.com.br,https://mercadocar.com.br,
382,empresarial,525450,sisprocloud.com.br,https://sisprocloud.com.br,
383,empresarial,234245,goomer.com.br,https://goomer.com.br,
384,empresarial,196713,filmesporno.com.br,https://filmesporno.com.br,
385,empresarial,186493,useange.com.br,https://useange.com.br,
386,empresarial,89517,cgn.inf.br,https://cgn.inf.br,
387,empresarial,864046,ssmtelecom.com.br,https://ssmtelecom.com.br,
388,empresarial,332216,elaw.com.br,https://elaw.com.br,
389,empresarial,260730,futebolpaulista.com.br,https://futebolpaulista.com.br,
390,empresarial,948815,andromedbrasil.com.br,https://andromedbrasil.com.br,
391,empresarial,808050,mestresmisticos.com.br,https://mestresmisticos.com.br,
392,empresarial,480249,fisco.net.br,https://fisco.net.br,
393,empresarial,636143,iplaza.com.br,https://iplaza.com.br,
394,empresarial,830580,singularmedicamentos.com.br,https://singularmedicamentos.com.br,
395,empresarial,382176,giss.com.br,https://giss.com.br,
396,empresarial,728142,quadritelecom.net.br,https://quadritelecom.net.br,
397,empresarial,217239,sexocomcafe.com.br,https://sexocomcafe.com.br,
398,empresarial,190718,unifael.edu.br,https://unifael.edu.br,
399,empresarial,337211,maxistelecom.com.br,https://maxistelecom.com.br,
400,empresarial,986217,arcohosting.com.br,https://arcohosting.com.br,
401,empresarial,266067,ifcdns.com.br,https://ifcdns.com.br,
402,empresarial,722893,4music.com.br,https://4music.com.br,
403,empresarial,296625,canalsolar.com.br,https://canalsolar.com.br,
404,empresarial,632640,portaldarevisao99.com.br,https://portaldarevisao99.com.br,
405,empresarial,95589,life.com.br,https://life.com.br,
406,empresarial,536718,glam.com.br,https://glam.com.br,
407,empresarial,538908,acontecendoaqui.com.br,https://acontecendoaqui.com.br,
408,empresarial,78954,legisweb.com.br,https://legisweb.com.br,
409,empresarial,841147,unieduk.com.br,https://unieduk.com.br,
410,empresarial,964430,wdstelecom.com.br,https://wdstelecom.com.br,
